距離 STOP_DISTANCE68000
直線速度 sp055
レーンチェンジ速度 lcspeed47
クランク速度 clspeed36
カーブブレーキ速度 cbrksp1 42
カーブ速度 cbspeed40
時間,パターン,角度,左前,右前,左後,右後,速度,左端,左中,中央,右中,右端,坂
14070,91,-1,71,69,71,69,50,891,791,78,824,879,600
14080,91,-1,71,69,71,69,51,924,768,99,787,903,615
14090,91,-3,73,67,73,67,51,889,744,116,828,897,613
14100,91,-3,73,67,73,67,51,889,723,136,856,911,598
14110,91,-4,74,66,74,66,50,916,677,126,829,878,594
14120,91,-5,75,65,75,65,50,888,677,166,845,896,613
14130,91,-6,76,64,76,64,50,919,612,208,852,897,593
14140,91,-6,76,64,76,64,51,879,630,187,883,896,601
14150,91,-6,76,64,76,64,51,921,604,218,858,904,593
14160,91,-6,76,64,76,64,51,921,614,213,885,879,592
14170,91,-6,76,64,76,64,50,906,603,227,853,923,598
14180,91,-6,76,64,76,64,50,881,647,230,858,910,603
14190,91,-6,76,64,76,64,51,893,627,183,880,880,603
14200,91,-6,76,64,76,64,50,906,608,225,877,910,593
14210,91,-7,77,63,77,63,50,891,576,245,869,921,592
14220,91,-7,77,63,77,63,51,900,605,253,851,910,599
14230,91,-7,77,63,77,63,51,912,569,261,892,876,590
14240,91,-6,76,64,76,64,51,888,608,202,854,886,614
14250,91,-7,77,63,77,63,50,914,601,227,870,909,596
14260,91,-6,76,64,76,64,50,909,613,210,857,884,608
14270,91,-7,77,63,77,63,51,904,572,226,856,899,590
14280,91,-6,76,64,76,64,51,917,636,184,887,888,613
14290,91,-5,75,65,75,65,51,899,662,159,859,912,602
14300,91,-4,74,66,74,66,51,889,691,133,848,917,588
14310,91,-4,74,66,74,66,51,914,680,142,867,907,600
14320,91,-5,75,65,75,65,51,912,660,169,845,875,592
14330,91,-3,73,67,73,67,51,907,704,124,863,874,595
14340,91,-3,73,67,73,67,51,896,731,126,830,885,599
14350,91,-4,74,66,74,66,51,900,685,149,830,892,601
14360,91,-5,75,65,75,65,50,892,655,184,864,899,587
14370,91,-5,75,65,75,65,50,900,645,164,840,919,589
14380,91,-6,76,64,76,64,50,918,614,184,847,892,608
14390,91,-4,74,66,74,66,49,880,692,133,849,907,608
14400,91,-5,75,65,75,65,50,876,683,164,882,894,589
14410,91,-3,73,67,73,67,50,921,733,143,820,888,607
14420,91,-3,73,67,73,67,50,923,732,149,813,901,602
14430,91,-3,73,67,73,67,50,894,729,134,844,877,613
14440,91,-4,74,66,74,66,50,889,715,171,826,914,588
14450,91,-4,74,66,74,66,49,909,710,143,835,897,611
14460,91,-4,74,66,74,66,49,878,700,146,847,917,588
14470,91,-4,74,66,74,66,49,894,675,167,826,895,597
14480,91,-3,73,67,73,67,49,903,733,116,814,915,592
14490,91,-2,72,68,72,68,50,902,748,123,830,923,590
14500,91,-2,72,68,72,68,50,917,732,125,824,900,595
14510,91,-2,72,68,72,68,50,916,755,133,815,908,613
14520,91,-3,73,67,73,67,50,877,742,145,853,912,595
14530,91,-1,71,69,71,69,51,876,761,90,826,883,609
14540,91,0,70,70,70,70,50,912,783,112,811,886,598
14550,91,0,70,70,70,70,50,887,814,91,800,876,615
14560,91,0,70,70,70,70,50,918,799,100,788,909,585
14570,91,1,69,71,69,71,50,892,788,110,749,886,586
14580,91,0,70,70,70,70,51,902,774,87,784,907,590
14590,91,1,69,71,69,71,51,881,826,124,772,883,587
14600,91,1,69,71,69,71,51,876,812,123,795,910,607
14610,91,1,69,71,69,71,51,876,829,118,784,885,615
14620,91,2,68,72,68,72,50,877,847,115,739,923,614
14630,91,1,69,71,69,71,51,885,824,78,755,878,603
14640,91,1,69,71,69,71,51,914,787,127,773,882,596
14650,91,1,69,71,69,71,51,919,788,115,755,875,589
14660,91,1,69,71,69,71,51,910,826,85,754,885,609
14670,91,1,69,71,69,71,51,917,789,123,783,911,603
14680,91,1,69,71,69,71,51,914,795,100,780,885,606
14690,91,2,68,72,68,72,51,914,807,93,728,912,587
14700,91,3,67,73,67,73,51,916,843,129,704,886,587
14710,91,3,67,73,67,73,51,903,863,124,712,915,605
14720,91,2,68,72,68,72,51,904,810,90,733,884,585
14730,91,3,67,73,67,73,51,892,851,134,699,876,591
14740,91,3,67,73,67,73,51,909,840,119,704,879,607
14750,91,4,66,74,66,74,51,883,855,140,670,890,599
14760,91,3,67,73,67,73,50,895,854,109,723,914,603
14770,91,2,68,72,68,72,51,889,825,100,768,900,601
14780,91,2,68,72,68,72,51,902,826,132,740,881,590
14790,91,3,67,73,67,73,51,909,833,118,715,921,590
14800,11,4,96,100,96,100,51,895,845,161,711,923,783
14810,11,3,97,100,97,100,52,901,854,118,699,921,774
14820,11,3,97,100,97,100,52,906,828,108,735,912,790
14830,11,3,97,100,97,100,52,887,814,119,741,909,773
14840,11,2,98,100,98,100,52,918,813,95,765,910,776
14850,11,3,97,100,97,100,53,888,826,109,713,879,786
14860,11,2,98,100,98,100,52,893,815,97,769,910,776
14870,11,2,98,100,98,100,52,889,828,123,734,881,784
14880,11,2,98,100,98,100,53,920,844,114,770,875,790
14890,11,2,98,100,98,100,53,880,806,137,768,896,773
14900,11,3,97,100,97,100,53,895,853,109,726,887,775
14910,11,2,98,100,98,100,53,912,819,92,767,874,788
14920,11,2,98,100,98,100,53,894,813,132,754,910,784
14930,11,2,98,100,98,100,53,887,833,89,766,898,778
14940,11,2,98,100,98,100,53,896,820,134,733,882,773
14950,11,2,98,100,98,100,53,902,840,134,764,890,771
14960,11,2,98,100,98,100,53,920,832,134,765,899,768
14970,11,2,98,100,98,100,53,893,839,101,745,908,776
14980,11,1,99,100,99,100,54,902,813,113,791,878,792
14990,11,0,100,100,100,100,53,891,807,97,770,898,772
15000,11,0,100,100,100,100,53,903,771,118,807,921,785
15010,11,1,99,100,99,100,53,876,801,112,785,880,784
15020,11,0,100,100,100,100,53,882,798,121,779,924,785
15030,11,1,99,100,99,100,53,909,811,128,794,901,788
15040,11,0,100,100,100,100,53,895,778,108,778,888,781
15050,11,0,100,100,100,100,53,890,790,85,779,890,774
15060,11,0,100,100,100,100,53,890,786,96,782,877,773
15070,11,0,100,100,100,100,53,895,786,124,775,879,783
15080,11,0,100,100,100,100,53,911,805,97,777,876,790
15090,11,1,99,100,99,100,53,887,794,108,758,886,769
15100,11,0,100,100,100,100,54,886,811,86,796,921,782
15110,11,-1,100,99,100,99,54,895,792,110,798,909,780
15120,11,0,100,100,100,100,53,901,810,122,778,923,776
15130,11,0,100,100,100,100,54,886,803,123,808,896,773
15140,11,1,99,100,99,100,54,892,796,103,792,905,791
15150,11,1,99,100,99,100,54,920,813,117,786,896,790
15160,11,1,99,100,99,100,54,900,815,113,765,887,790
15170,11,1,99,100,99,100,54,917,796,101,758,914,790
15180,11,0,100,100,100,100,54,913,807,87,812,885,780
15190,11,1,99,100,99,100,54,896,798,95,757,915,780
15200,11,1,99,100,99,100,54,921,799,127,746,897,786
15210,11,0,100,100,100,100,54,879,776,94,802,920,786
15220,11,1,99,100,99,100,54,916,831,79,785,924,789
15230,11,2,98,100,98,100,54,906,830,103,737,912,768
15240,11,1,99,100,99,100,54,918,795,113,782,875,781
15250,11,2,98,100,98,100,54,888,845,107,756,911,786
15260,11,2,98,100,98,100,54,909,846,126,770,886,789
15270,11,3,97,100,97,100,54,902,824,118,698,911,773
15280,11,4,96,100,96,100,54,892,866,127,668,877,778
15290,11,4,96,100,96,100,54,920,869,153,697,882,777
15300,11,4,96,100,96,100,54,922,873,170,672,896,772
15310,11,4,96,100,96,100,54,921,852,136,695,916,777
15320,11,4,96,100,96,100,54,883,829,172,707,877,773
15330,11,4,96,100,96,100,54,910,850,140,676,893,777
15340,11,2,98,100,98,100,54,892,803,115,731,891,788
15350,11,2,98,100,98,100,55,902,838,104,772,911,771
15360,11,1,99,100,99,100,55,907,827,86,756,899,774
15370,11,0,100,100,100,100,55,906,795,85,782,879,783
15380,11,-1,100,99,100,99,54,918,795,123,794,899,787
15390,11,0,100,100,100,100,55,900,771,115,772,886,778
15400,11,1,99,100,99,100,55,921,806,107,766,893,776
15410,11,0,100,100,100,100,54,911,781,109,770,874,791
15420,11,0,100,100,100,100,54,924,796,95,793,899,777
15430,11,-1,100,99,100,99,55,903,795,98,826,893,787
15440,11,-2,100,98,100,98,55,898,723,110,823,875,772
15450,11,-1,100,99,100,99,55,907,748,119,789,918,772
15460,11,-2,100,98,100,98,55,901,758,88,825,906,780
15470,11,-1,100,99,100,99,55,907,757,118,822,899,769
15480,11,-1,100,99,100,99,55,908,789,106,828,877,788
15490,11,0,100,100,100,100,55,885,788,81,813,900,777
15500,11,0,100,100,100,100,55,887,796,110,795,903,777
15510,11,0,100,100,100,100,55,905,777,98,769,924,778
15520,11,0,100,100,100,100,55,903,799,105,810,919,778
15530,11,0,100,100,100,100,55,892,791,114,799,921,789
15540,11,0,100,100,100,100,56,904,779,122,803,892,779
15550,11,1,99,100,99,100,55,879,816,105,752,921,786
15560,11,0,100,100,100,100,55,899,786,91,771,885,790
15570,11,1,99,100,99,100,55,881,795,104,780,890,774
15580,11,0,100,100,100,100,55,924,786,97,813,908,777
15590,11,-1,100,99,100,99,55,923,791,93,798,897,774
15600,11,-1,100,99,100,99,55,913,777,89,795,917,787
15610,11,-2,100,98,100,98,55,923,762,108,837,889,770
15620,11,-1,100,99,100,99,55,874,793,86,827,882,784
15630,11,0,100,100,100,100,55,919,775,98,789,893,773
15640,11,-1,100,99,100,99,54,917,752,114,794,884,785
15650,11,-2,100,98,100,98,54,900,740,93,824,905,779
15660,11,-2,100,98,100,98,54,914,755,132,822,891,781
15670,11,-2,100,98,100,98,54,910,742,113,811,906,783
15680,11,-1,100,99,100,99,54,877,779,88,813,887,784
15690,11,0,100,100,100,100,54,895,782,80,797,910,792
15700,11,-1,100,99,100,99,54,899,761,122,806,877,776
15710,11,-1,100,99,100,99,54,875,768,85,795,912,788
15720,11,-1,100,99,100,99,54,919,776,112,800,880,785
15730,11,-1,100,99,100,99,54,916,768,125,799,908,779
15740,11,1,99,100,99,100,54,905,789,93,751,899,784
15750,11,0,100,100,100,100,54,918,770,120,803,887,768
15760,11,-1,100,99,100,99,54,898,751,90,828,904,775
15770,11,-2,100,98,100,98,54,909,762,106,844,913,783
15780,11,-2,100,98,100,98,54,904,743,136,812,897,773
15790,11,-2,100,98,100,98,54,907,730,113,807,918,774
15800,11,-1,100,99,100,99,54,919,756,121,802,920,788
15810,11,-2,100,98,100,98,54,881,728,104,847,914,778
15820,11,-3,100,97,100,97,54,908,738,128,815,915,788
15830,11,-2,100,98,100,98,54,880,746,132,828,906,782
15840,11,-1,100,99,100,99,54,909,759,104,820,875,770
15850,11,0,100,100,100,100,54,885,809,94,809,886,777
15860,11,1,99,100,99,100,55,901,785,116,794,895,787
15870,11,1,99,100,99,100,55,904,814,124,774,922,783
15880,11,1,99,100,99,100,55,884,796,107,779,888,777
15890,11,2,98,100,98,100,55,920,806,116,747,877,777
15900,11,1,99,100,99,100,55,920,799,119,767,916,782
15910,11,2,98,100,98,100,55,919,831,113,760,897,790
15920,11,1,99,100,99,100,55,912,819,124,794,918,772
15930,11,1,99,100,99,100,56,896,803,92,777,918,774
15940,11,0,100,100,100,100,55,893,802,100,800,907,788
15950,11,1,99,100,99,100,55,921,817,110,763,914,772
15960,11,0,100,100,100,100,55,875,791,87,792,920,792
15970,11,0,100,100,100,100,55,886,778,124,793,889,779
15980,11,0,100,100,100,100,55,911,788,83,804,884,784
15990,11,1,99,100,99,100,56,879,828,105,795,896,781
16000,11,1,99,100,99,100,55,911,811,121,758,923,772
16010,11,2,98,100,98,100,56,921,829,105,736,886,771
16020,11,0,100,100,100,100,55,916,802,86,805,914,778
16030,11,0,100,100,100,100,55,911,775,118,782,879,772
16040,11,0,100,100,100,100,56,910,794,124,801,901,771
16050,11,-1,100,99,100,99,55,918,762,86,793,911,788
16060,11,0,100,100,100,100,55,897,776,90,783,887,768
16070,11,-1,100,99,100,99,55,911,747,126,815,907,774
16080,11,-1,100,99,100,99,55,883,754,100,787,924,772
16090,11,-2,100,98,100,98,55,916,765,101,807,900,791
16100,11,-2,100,98,100,98,56,890,770,92,831,886,777
16110,11,-2,100,98,100,98,55,922,739,114,844,901,770
16120,11,-2,100,98,100,98,55,896,765,136,837,917,777
16130,11,-2,100,98,100,98,55,912,754,91,828,914,780
16140,11,-3,100,97,100,97,55,898,713,146,858,901,792
16150,11,-2,100,98,100,98,55,890,738,113,847,876,769
16160,11,-1,100,99,100,99,55,902,762,84,813,918,773
16170,11,-2,100,98,100,98,54,885,757,103,802,882,776
16180,11,-1,100,99,100,99,54,919,759,113,828,912,783
16190,11,1,99,100,99,100,54,878,817,80,794,884,790
16200,11,0,100,100,100,100,54,887,769,106,795,892,785
16210,11,1,99,100,99,100,55,901,804,103,753,911,790
16220,11,2,98,100,98,100,55,884,843,104,738,895,781
16230,11,2,98,100,98,100,55,910,847,131,730,910,781
16240,11,1,99,100,99,100,55,900,832,86,748,878,772
16250,11,0,100,100,100,100,55,917,772,109,781,877,773
16260,11,1,99,100,99,100,55,895,807,78,770,892,785
16270,11,1,99,100,99,100,55,918,809,118,759,897,769
16280,11,2,98,100,98,100,56,898,811,131,750,923,773
16290,11,2,98,100,98,100,56,883,841,123,727,877,771
16300,11,2,98,100,98,100,56,910,817,106,735,920,783
16310,11,1,99,100,99,100,55,887,821,119,783,890,786
16320,11,1,99,100,99,100,55,915,793,126,762,917,770
16330,11,2,98,100,98,100,55,894,848,113,723,910,779
16340,11,1,99,100,99,100,55,893,823,94,781,904,768
16350,11,0,100,100,100,100,56,889,793,98,772,922,785
16360,11,-1,100,99,100,99,56,912,760,111,817,875,787
16370,11,0,100,100,100,100,55,896,767,116,813,880,778
16380,11,1,99,100,99,100,55,921,832,127,783,903,784
16390,11,0,100,100,100,100,54,898,784,88,770,903,788
16400,11,1,99,100,99,100,55,905,788,104,752,901,790
16410,11,1,99,100,99,100,55,882,831,121,770,877,789
16420,11,0,100,100,100,100,55,903,797,110,768,890,776
16430,11,0,100,100,100,100,55,899,774,88,794,908,788
16440,11,0,100,100,100,100,55,898,785,121,796,902,774
16450,11,1,99,100,99,100,55,915,825,107,758,889,776
16460,11,1,99,100,99,100,55,876,822,82,757,905,792
16470,11,0,100,100,100,100,55,924,775,114,796,918,791
16480,11,1,99,100,99,100,55,900,825,113,775,924,792
16490,11,1,99,100,99,100,55,903,788,120,772,879,784
16500,11,1,99,100,99,100,55,892,810,96,782,876,792
16510,11,0,100,100,100,100,55,905,779,78,799,880,772
16520,11,1,99,100,99,100,55,924,821,83,778,905,787
16530,11,1,99,100,99,100,55,920,785,85,748,894,778
16540,11,0,100,100,100,100,55,905,768,93,802,877,792
16550,11,1,99,100,99,100,55,888,807,111,796,902,771
16560,11,2,98,100,98,100,55,896,849,107,768,889,785
16570,11,2,98,100,98,100,55,910,801,116,747,882,790
16580,11,2,98,100,98,100,55,881,807,88,768,881,786
16590,11,1,99,100,99,100,55,917,821,83,749,913,784
16600,11,1,99,100,99,100,55,904,829,107,759,910,772
16610,11,0,100,100,100,100,55,879,786,116,814,921,774
16620,11,1,99,100,99,100,54,918,813,103,764,915,774
16630,11,0,100,100,100,100,54,884,776,94,774,921,777
16640,11,1,99,100,99,100,54,923,816,93,751,898,774
16650,11,1,99,100,99,100,55,916,807,85,757,914,769
16660,11,0,100,100,100,100,54,905,801,91,812,877,773
16670,11,0,100,100,100,100,54,923,795,92,797,923,782
16680,11,0,100,100,100,100,54,887,775,115,775,910,779
16690,11,0,100,100,100,100,54,892,805,81,778,898,782
16700,11,0,100,100,100,100,54,923,786,90,773,920,781
16710,11,0,100,100,100,100,54,916,800,80,799,918,783
16720,11,0,100,100,100,100,54,901,796,124,792,896,789
16730,11,0,100,100,100,100,54,888,791,114,790,885,777
16740,11,1,99,100,99,100,54,924,826,87,774,904,785
16750,11,0,100,100,100,100,54,890,811,121,768,904,776
16760,11,1,99,100,99,100,54,910,828,108,772,919,780
16770,11,0,100,100,100,100,53,905,808,123,767,892,774
16780,11,0,100,100,100,100,54,905,781,77,790,877,777
16790,11,0,100,100,100,100,53,881,813,104,808,904,771
16800,11,-1,100,99,100,99,54,901,759,110,790,899,773
16810,11,-2,100,98,100,98,53,878,764,121,812,919,773
16820,11,0,100,100,100,100,54,884,784,114,801,890,780
16830,11,-1,100,99,100,99,54,877,777,88,829,920,789
16840,11,0,100,100,100,100,55,916,785,111,767,909,782
16850,11,0,100,100,100,100,55,922,804,76,804,912,775
16860,11,0,100,100,100,100,55,894,814,119,769,919,768
16870,11,0,100,100,100,100,55,912,787,109,783,890,773
16880,11,1,99,100,99,100,55,901,794,117,768,921,786
16890,11,1,99,100,99,100,55,876,819,97,787,907,782
16900,11,0,100,100,100,100,56,898,811,101,810,897,786
16910,11,0,100,100,100,100,55,879,792,94,781,912,791
16920,11,1,99,100,99,100,55,885,825,86,791,908,778
16930,11,0,100,100,100,100,55,894,778,123,786,915,778
16940,11,1,99,100,99,100,56,888,785,121,752,887,777
16950,11,0,100,100,100,100,56,895,816,78,807,921,780
16960,11,-1,100,99,100,99,55,880,752,94,787,889,780
16970,11,-1,100,99,100,99,55,917,746,114,811,876,772
16980,11,-2,100,98,100,98,55,922,751,119,810,876,790
16990,11,-1,100,99,100,99,56,914,769,113,787,886,780
17000,11,-2,100,98,100,98,56,909,758,115,847,898,788
17010,11,-2,100,98,100,98,55,877,770,124,830,924,768
17020,11,-2,100,98,100,98,55,903,724,103,840,911,780
17030,11,-1,100,99,100,99,55,879,777,79,800,901,774
17040,11,0,100,100,100,100,55,905,806,122,800,908,777
17050,11,-1,100,99,100,99,55,911,750,108,828,912,792
17060,11,0,100,100,100,100,55,911,783,124,790,908,780
17070,11,0,100,100,100,100,55,906,807,101,791,910,789
17080,11,0,100,100,100,100,55,918,767,97,808,912,779
17090,11,-1,100,99,100,99,56,917,791,100,793,911,784
17100,11,-1,100,99,100,99,55,909,778,93,801,875,776
17110,11,-1,100,99,100,99,55,884,770,85,801,880,774
17120,11,-1,100,99,100,99,56,875,773,114,794,909,775
17130,11,-2,100,98,100,98,55,896,757,100,819,919,788
17140,11,-2,100,98,100,98,55,892,765,117,824,899,787
17150,11,-3,100,97,100,97,55,886,708,113,855,922,778
17160,11,-1,100,99,100,99,54,885,781,127,807,887,777
17170,11,-1,100,99,100,99,55,910,769,106,799,882,775
17180,11,-2,100,98,100,98,55,908,757,91,833,900,778
17190,11,-3,100,97,100,97,55,914,746,140,861,893,788
17200,11,-2,100,98,100,98,55,919,736,99,837,923,778
17210,11,-1,100,99,100,99,56,895,785,100,806,920,788
17220,11,-1,100,99,100,99,56,892,755,107,827,878,792
17230,11,-2,100,98,100,98,56,917,752,133,836,881,779
17240,11,-1,100,99,100,99,56,875,753,102,798,900,781
17250,11,-1,100,99,100,99,57,918,793,114,802,906,792
17260,11,-1,100,99,100,99,56,917,746,101,789,905,785
17270,11,-1,100,99,100,99,56,888,750,111,797,885,782
17280,11,-1,100,99,100,99,56,911,775,79,804,921,777
17290,11,-1,100,99,100,99,56,898,772,79,813,899,773
17300,11,-2,100,98,100,98,56,912,733,128,836,913,786
17310,11,-2,100,98,100,98,55,874,744,128,817,909,778
17320,11,-1,100,99,100,99,55,882,756,108,793,882,775
17330,11,0,100,100,100,100,55,875,769,84,785,920,773
17340,11,-2,100,98,100,98,55,922,737,104,847,881,772
17350,11,-2,100,98,100,98,56,914,729,112,818,921,772
17360,11,-1,100,99,100,99,55,896,749,90,796,892,778
17370,11,-1,100,99,100,99,55,876,749,91,832,908,775
17380,11,0,100,100,100,100,55,878,800,86,808,916,782
17390,11,-1,100,99,100,99,54,894,780,116,794,891,779
17400,11,-1,100,99,100,99,54,878,750,111,806,885,786
17410,11,-1,100,99,100,99,54,899,755,127,822,919,777
17420,11,-1,100,99,100,99,54,888,774,92,792,890,790
17430,11,-2,100,98,100,98,54,922,741,90,806,898,779
17440,11,-2,100,98,100,98,54,911,738,129,850,885,783
17450,11,-3,100,97,100,97,54,915,727,141,847,913,782
17460,11,-3,100,97,100,97,54,907,702,120,859,923,773
17470,11,-2,100,98,100,98,55,902,735,133,801,894,792
17480,11,-2,100,98,100,98,55,894,728,96,807,918,769
17490,11,-1,100,99,100,99,55,912,786,88,828,906,780
17500,11,0,100,100,100,100,55,877,775,102,800,894,770
17510,11,1,99,100,99,100,55,902,800,119,767,893,791
17520,11,0,100,100,100,100,54,901,780,102,780,880,790
17530,11,0,100,100,100,100,54,877,803,94,811,895,785
17540,11,-1,100,99,100,99,54,924,761,79,784,901,787
17550,11,1,99,100,99,100,54,878,831,79,781,906,782
17560,11,1,99,100,99,100,54,887,808,89,779,894,786
17570,11,1,99,100,99,100,54,890,794,92,783,883,770
17580,11,1,99,100,99,100,54,896,790,106,760,884,769
17590,11,1,99,100,99,100,54,915,818,93,752,903,774
17600,2,2,15,15,15,15,51,914,829,113,772,891,769
17610,2,0,15,15,15,15,48,897,784,120,792,922,773
17620,2,1,15,15,15,15,45,875,788,94,763,894,791
17630,2,0,15,15,15,15,43,874,801,109,773,921,780
17640,2,0,15,15,15,15,40,880,798,92,783,890,770
17650,2,0,15,15,15,15,38,884,805,81,773,888,769
17660,2,0,15,15,15,15,36,900,779,120,767,889,775
17670,2,-1,15,15,15,15,34,921,748,113,794,915,772
17680,2,0,15,15,15,15,32,880,772,89,811,915,781
17690,2,-1,15,15,15,15,30,875,749,117,819,882,778
17700,2,0,15,15,15,15,28,881,789,111,812,921,785
17710,2,0,15,15,15,15,27,918,807,108,816,922,775
17720,2,0,15,15,15,15,25,882,797,100,771,878,782
17730,2,0,15,15,15,15,23,913,786,102,805,885,785
17740,2,0,15,15,15,15,22,876,777,84,796,905,771
17750,2,1,15,15,15,15,21,884,802,85,793,890,786
17760,2,2,15,15,15,15,19,905,840,113,728,894,770
17770,2,2,15,15,15,15,18,919,803,108,769,917,781
17780,2,1,15,15,15,15,17,923,797,93,795,920,780
17790,2,1,15,15,15,15,16,917,832,79,760,906,784
17800,2,1,15,15,15,15,15,893,815,79,791,922,768
17810,2,0,15,15,15,15,15,923,770,77,793,894,775
17820,2,1,15,15,15,15,14,898,822,100,746,894,786
17830,2,0,15,15,15,15,13,894,799,113,814,878,774
17840,2,0,15,15,15,15,12,885,786,109,781,902,770
17850,2,1,15,15,15,15,12,924,798,125,770,918,788
17860,2,0,15,15,15,15,11,883,815,95,767,921,786
17870,2,-1,15,15,15,15,10,892,769,113,810,917,790
17880,2,0,15,15,15,15,10,908,771,121,816,899,774
17890,2,1,15,15,15,15,9,909,796,99,790,922,775
17900,2,0,15,15,15,15,8,877,782,92,779,919,787
17910,2,1,15,15,15,15,8,903,792,90,793,917,775
17920,2,2,15,15,15,15,7,905,819,122,732,882,778
17930,2,1,15,15,15,15,7,918,822,116,747,915,791
17940,2,1,15,15,15,15,6,911,828,105,790,879,776
17950,2,1,15,15,15,15,5,875,829,118,771,922,785
17960,2,2,15,15,15,15,4,909,818,123,736,899,774
17970,2,1,15,15,15,15,4,884,833,101,769,913,775
17980,2,2,15,15,15,15,4,889,807,91,767,912,791
17990,2,2,15,15,15,15,4,879,829,130,733,878,788
18000,2,1,15,15,15,15,4,885,812,110,793,890,775
18010,2,1,15,15,15,15,3,891,803,80,747,890,792
18020,2,1,15,15,15,15,4,879,792,113,795,912,775
18030,2,2,15,15,15,15,3,910,816,110,772,895,788
18040,2,2,15,15,15,15,4,893,834,97,728,874,778
18050,2,3,15,15,15,15,3,883,846,147,746,880,786
18060,2,3,15,15,15,15,3,924,849,109,742,908,782
18070,2,4,15,15,15,15,3,917,838,168,689,892,787
18080,2,3,15,15,15,15,3,905,846,133,711,884,787
18090,2,2,15,15,15,15,3,885,801,101,736,898,777
18100,2,3,15,15,15,15,3,879,823,126,727,922,771
18110,2,4,15,15,15,15,2,921,873,127,711,882,776
18120,2,2,15,15,15,15,2,912,825,114,757,912,780
18130,2,2,15,15,15,15,1,876,818,101,732,880,777
18140,2,1,15,15,15,15,1,911,787,102,791,892,779
18150,2,1,15,15,15,15,0,917,820,103,795,889,778
18160,2,1,15,15,15,15,1,900,815,94,782,910,789
18170,2,2,15,15,15,15,1,899,825,122,733,904,784
18180,2,1,15,15,15,15,1,886,834,90,795,901,777
18190,2,0,15,15,15,15,1,915,767,115,781,922,778
18200,2,-1,15,15,15,15,0,891,779,93,786,879,784
18210,2,-1,15,15,15,15,0,878,758,89,792,895,782
18220,2,-2,15,15,15,15,0,886,730,125,847,887,786
18230,2,-3,15,15,15,15,0,919,740,123,855,903,772
18240,2,-3,15,15,15,15,0,888,717,150,837,893,768
18250,2,-3,15,15,15,15,0,897,729,120,856,916,792
18260,2,-3,15,15,15,15,0,921,737,140,816,907,790
18270,2,-2,15,15,15,15,0,892,748,100,820,893,771
18280,2,-1,15,15,15,15,0,895,760,90,800,904,790
18290,2,-2,15,15,15,15,0,894,742,137,819,895,780
18300,2,-3,15,15,15,15,0,915,705,149,830,882,790
18310,2,-2,15,15,15,15,0,912,765,120,826,919,769
18320,2,-2,15,15,15,15,0,899,740,129,827,909,790
18330,2,-2,15,15,15,15,0,913,744,110,815,901,769
18340,2,-1,15,15,15,15,0,902,794,108,797,880,785
18350,2,-2,15,15,15,15,0,900,758,116,802,913,789
18360,2,-2,15,15,15,15,0,883,757,121,817,896,773
18370,2,-1,15,15,15,15,0,909,747,120,786,886,777
18380,2,-2,15,15,15,15,0,901,750,123,839,919,768
18390,2,-3,15,15,15,15,0,884,741,123,860,890,784
18400,2,-1,15,15,15,15,0,902,763,106,809,883,785
18410,2,0,15,15,15,15,0,875,796,112,792,894,791
18420,2,0,15,15,15,15,0,906,771,87,779,895,788
18430,2,0,15,15,15,15,0,886,805,107,816,887,780
18440,2,1,15,15,15,15,0,901,829,88,759,888,769
18450,2,0,15,15,15,15,0,913,798,94,800,915,774
18460,2,-1,15,15,15,15,0,891,755,121,819,876,792
18470,2,-1,15,15,15,15,0,901,768,103,826,880,791
18480,2,-1,15,15,15,15,0,909,746,92,789,884,774
18490,2,1,15,15,15,15,0,885,806,108,779,881,788
18500,2,-1,15,15,15,15,0,896,777,96,821,890,769
18510,2,-1,15,15,15,15,0,922,795,82,804,886,772
18520,2,1,15,15,15,15,0,893,833,111,778,920,786
18530,2,0,15,15,15,15,1,900,775,109,768,880,775
18540,2,-1,15,15,15,15,1,912,767,84,826,887,780
18550,2,-1,15,15,15,15,1,914,746,106,824,891,779
18560,2,-2,15,15,15,15,1,888,757,94,808,923,788
18570,2,-1,15,15,15,15,0,904,753,88,800,893,768
18580,2,0,15,15,15,15,1,886,777,85,775,902,772
18590,2,1,15,15,15,15,1,913,786,107,755,885,778
18600,2,1,15,15,15,15,1,890,823,100,796,902,779
18610,2,0,15,15,15,15,1,903,782,85,787,922,787
18620,2,0,15,15,15,15,1,900,783,90,788,911,791
18630,2,-1,15,15,15,15,1,913,769,124,832,912,770
18640,2,0,15,15,15,15,1,875,774,99,800,915,781
18650,2,-1,15,15,15,15,0,913,760,107,827,906,779
18660,2,-1,15,15,15,15,1,883,795,124,800,921,770
18670,2,-1,15,15,15,15,1,897,746,120,803,888,791
18680,2,-1,15,15,15,15,1,902,789,79,820,917,784
18690,2,-1,15,15,15,15,1,901,761,87,821,885,774
18700,2,-2,15,15,15,15,1,875,750,89,831,881,792
18710,2,-2,15,15,15,15,1,897,733,94,829,891,768
18720,2,-1,15,15,15,15,1,889,748,92,803,904,770
18730,2,0,15,15,15,15,0,913,776,83,789,890,776
18740,2,0,15,15,15,15,0,884,813,98,808,887,787
18750,2,-1,15,15,15,15,0,923,776,106,815,891,792
18760,2,-1,15,15,15,15,0,880,775,85,795,892,790
18770,2,-1,15,15,15,15,0,914,764,122,794,904,779
